TRADENO;TRADEDATE;TRADETIME;SECID;BOARDID;PRICE;QUANTITY;VALUE;TYPE;BUYSELL;TRADINGSESSION
4332841175;01.09.2021;09:59:31;FIVE;TQBR;2445;1;2445;;B;1
4332841176;01.09.2021;09:59:31;FIVE;TQBR;2445;10;24450;;B;1
4332841177;01.09.2021;09:59:31;FIVE;TQBR;2445;2;4890;;B;1
4332841178;01.09.2021;09:59:31;FIVE;TQBR;2445;4;9780;;B;1
4332841179;01.09.2021;09:59:31;FIVE;TQBR;2445;1;2445;;B;1
4332841180;01.09.2021;09:59:31;FIVE;TQBR;2445;1;2445;;B;1
4332841181;01.09.2021;09:59:31;FIVE;TQBR;2445;10;24450;;B;1
4332841182;01.09.2021;09:59:31;FIVE;TQBR;2445;35;85575;;S;1
4332841183;01.09.2021;09:59:31;FIVE;TQBR;2445;111;271395;;S;1
4332841184;01.09.2021;09:59:31;FIVE;TQBR;2445;1;2445;;B;1
4332841185;01.09.2021;09:59:31;FIVE;TQBR;2445;2;4890;;B;1
4332841186;01.09.2021;09:59:31;FIVE;TQBR;2445;25;61125;;B;1
4332841187;01.09.2021;09:59:31;FIVE;TQBR;2445;1;2445;;B;1
4332841188;01.09.2021;09:59:31;FIXP;TQBR;682.9;1;682.9;;B;1
4332841189;01.09.2021;09:59:31;GTRK;TQBR;37.3;40;1492;;B;1
4332841190;01.09.2021;09:59:31;HHRU;TQBR;3930;3;11790;;S;1
4332841191;01.09.2021;09:59:31;MTSS;TQBR;330.3;10;3303;;S;1
4332841192;01.09.2021;09:59:31;MTSS;TQBR;330.3;20;6606;;S;1
4332841193;01.09.2021;09:59:31;MTSS;TQBR;330.3;100;33030;;S;1
4332841194;01.09.2021;09:59:31;MTSS;TQBR;330.3;10;3303;;S;1
4332841195;01.09.2021;09:59:31;MTSS;TQBR;330.3;80;26424;;S;1
4332841196;01.09.2021;09:59:31;MTSS;TQBR;330.3;20;6606;;S;1
4332841197;01.09.2021;09:59:31;MTSS;TQBR;330.3;60;19818;;B;1
4332841198;01.09.2021;09:59:31;MTSS;TQBR;330.3;10;3303;;S;1
4332841199;01.09.2021;09:59:31;MTSS;TQBR;330.3;40;13212;;S;1
4332841200;01.09.2021;09:59:31;MTSS;TQBR;330.3;50;16515;;S;1
4332841201;01.09.2021;09:59:31;MTSS;TQBR;330.3;50;16515;;S;1
4332841202;01.09.2021;09:59:31;MTSS;TQBR;330.3;50;16515;;S;1
4332841203;01.09.2021;09:59:31;MTSS;TQBR;330.3;30;9909;;B;1
4332841204;01.09.2021;09:59:31;MTSS;TQBR;330.3;330;108999;;B;1
4332841205;01.09.2021;09:59:31;MTSS;TQBR;330.3;270;89181;;B;1
4332841206;01.09.2021;09:59:31;MTSS;TQBR;330.3;260;85878;;B;1
4332841207;01.09.2021;09:59:31;MTSS;TQBR;330.3;220;72666;;B;1
4332841208;01.09.2021;09:59:31;MTSS;TQBR;330.3;370;122211;;B;1
4332841209;01.09.2021;09:59:31;MTSS;TQBR;330.3;270;89181;;B;1
4332841210;01.09.2021;09:59:31;MTSS;TQBR;330.3;1350;445905;;B;1
4332841211;01.09.2021;09:59:31;MTSS;TQBR;330.3;50;16515;;S;1
4332841212;01.09.2021;09:59:31;MTSS;TQBR;330.3;10;3303;;B;1
4332841213;01.09.2021;09:59:31;MTSS;TQBR;330.3;600;198180;;S;1
4332841214;01.09.2021;09:59:31;MTSS;TQBR;330.3;10;3303;;S;1
4332841215;01.09.2021;09:59:31;MTSS;TQBR;330.3;40;13212;;S;1
4332841216;01.09.2021;09:59:31;MTSS;TQBR;330.3;30;9909;;B;1
4332841217;01.09.2021;09:59:31;MTSS;TQBR;330.3;30;9909;;B;1
4332841218;01.09.2021;09:59:31;MTSS;TQBR;330.3;50;16515;;S;1
4332841219;01.09.2021;09:59:31;MTSS;TQBR;330.3;50;16515;;S;1
4332841220;01.09.2021;09:59:31;OGKB;TQBR;0.7137;1000;713.7;;S;1
4332841221;01.09.2021;09:59:31;OGKB;TQBR;0.7137;1000;713.7;;B;1
4332841222;01.09.2021;09:59:31;OGKB;TQBR;0.7137;3000;2141.1;;B;1
4332841223;01.09.2021;09:59:31;RNFT;TQBR;171.6;1;171.6;;B;1
4332841224;01.09.2021;09:59:31;RNFT;TQBR;171.6;1;171.6;;B;1
4332841225;01.09.2021;09:59:31;RNFT;TQBR;171.6;3;514.8;;B;1
4332841226;01.09.2021;09:59:31;RNFT;TQBR;171.6;18;3088.8;;B;1
4332841227;01.09.2021;09:59:31;RNFT;TQBR;171.6;4;686.4;;B;1
4332841228;01.09.2021;09:59:31;RNFT;TQBR;171.6;24;4118.4;;B;1
4332841229;01.09.2021;09:59:31;RNFT;TQBR;171.6;49;8408.4;;B;1
4332841230;01.09.2021;09:59:31;RNFT;TQBR;171.6;23;3946.8;;B;1
4332841231;01.09.2021;09:59:31;RNFT;TQBR;171.6;49;8408.4;;B;1
4332841232;01.09.2021;09:59:31;RNFT;TQBR;171.6;49;8408.4;;S;1
4332841233;01.09.2021;09:59:31;RNFT;TQBR;171.6;100;17160;;S;1
4332841234;01.09.2021;09:59:31;RNFT;TQBR;171.6;84;14414.4;;S;1
4332841235;01.09.2021;09:59:31;ROLO;TQBR;10.415;100;1041.5;;B;1
4332841236;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;B;1
4332841237;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;B;1
4332841238;01.09.2021;09:59:31;RUAL;TQBR;53.5;500;26750;;B;1
4332841239;01.09.2021;09:59:31;RUAL;TQBR;53.5;20;1070;;B;1
4332841240;01.09.2021;09:59:31;RUAL;TQBR;53.5;470;25145;;S;1
4332841241;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;S;1
4332841242;01.09.2021;09:59:31;RUAL;TQBR;53.5;30;1605;;S;1
4332841243;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;S;1
4332841244;01.09.2021;09:59:31;RUAL;TQBR;53.5;70;3745;;B;1
4332841245;01.09.2021;09:59:31;RUAL;TQBR;53.5;390;20865;;B;1
4332841246;01.09.2021;09:59:31;RUAL;TQBR;53.5;1610;86135;;B;1
4332841247;01.09.2021;09:59:31;RUAL;TQBR;53.5;1020;54570;;B;1
4332841248;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;B;1
4332841249;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841250;01.09.2021;09:59:31;RUAL;TQBR;53.5;20;1070;;B;1
4332841251;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841252;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841253;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841254;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841255;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;B;1
4332841256;01.09.2021;09:59:31;RUAL;TQBR;53.5;20;1070;;B;1
4332841257;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841258;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841259;01.09.2021;09:59:31;RUAL;TQBR;53.5;150;8025;;B;1
4332841260;01.09.2021;09:59:31;RUAL;TQBR;53.5;150;8025;;B;1
4332841261;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841262;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;B;1
4332841263;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841264;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841265;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841266;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;B;1
4332841267;01.09.2021;09:59:31;RUAL;TQBR;53.5;5000;267500;;B;1
4332841268;01.09.2021;09:59:31;RUAL;TQBR;53.5;20;1070;;B;1
4332841269;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841270;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;B;1
4332841271;01.09.2021;09:59:31;RUAL;TQBR;53.5;50;2675;;B;1
4332841272;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841273;01.09.2021;09:59:31;RUAL;TQBR;53.5;2000;107000;;B;1
4332841274;01.09.2021;09:59:31;RUAL;TQBR;53.5;400;21400;;B;1
4332841275;01.09.2021;09:59:31;RUAL;TQBR;53.5;20;1070;;B;1
4332841276;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841277;01.09.2021;09:59:31;RUAL;TQBR;53.5;26280;1405980;;B;1
4332841278;01.09.2021;09:59:31;RUAL;TQBR;53.5;50;2675;;B;1
4332841279;01.09.2021;09:59:31;RUAL;TQBR;53.5;30;1605;;B;1
4332841280;01.09.2021;09:59:31;RUAL;TQBR;53.5;100;5350;;B;1
4332841281;01.09.2021;09:59:31;RUAL;TQBR;53.5;10;535;;B;1
4332841282;01.09.2021;09:59:31;SNGS;TQBR;33.685;100;3368.5;;S;1
4332841283;01.09.2021;09:59:31;SNGS;TQBR;33.685;100;3368.5;;S;1
4332841284;01.09.2021;09:59:31;SNGS;TQBR;33.685;100;3368.5;;B;1
4332841285;01.09.2021;09:59:31;SNGS;TQBR;33.685;1700;57264.5;;S;1
4332841286;01.09.2021;09:59:31;SNGS;TQBR;33.685;100;3368.5;;B;1
4332841287;01.09.2021;09:59:31;SNGS;TQBR;33.685;100;3368.5;;B;1
4332841288;01.09.2021;09:59:31;SNGS;TQBR;33.685;100;3368.5;;S;1
4332841289;01.09.2021;09:59:31;SNGS;TQBR;33.685;100;3368.5;;B;1
4332841295;01.09.2021;09:59:32;LSRG;TQBR;784.8;6;4708.8;;B;1
4332841296;01.09.2021;09:59:32;LSRG;TQBR;784.8;14;10987.2;;S;1
4332841297;01.09.2021;09:59:32;LSRG;TQBR;784.8;1;784.8;;B;1
4332841298;01.09.2021;09:59:32;LSRG;TQBR;784.8;1;784.8;;B;1
4332841299;01.09.2021;09:59:32;LSRG;TQBR;784.8;1;784.8;;B;1
4332841300;01.09.2021;09:59:32;LSRG;TQBR;784.8;1;784.8;;B;1
4332841301;01.09.2021;09:59:32;LSRG;TQBR;784.8;1;784.8;;B;1
4332841302;01.09.2021;09:59:32;LSRG;TQBR;784.8;3;2354.4;;S;1
4332841303;01.09.2021;09:59:32;LSRG;TQBR;784.8;12;9417.6;;B;1
4332841304;01.09.2021;09:59:32;LSRG;TQBR;784.8;13;10202.4;;B;1
4332841305;01.09.2021;09:59:32;LSRG;TQBR;784.8;3;2354.4;;S;1
4332841306;01.09.2021;09:59:32;LSRG;TQBR;784.8;1;784.8;;S;1
4332841307;01.09.2021;09:59:32;LSRG;TQBR;784.8;8;6278.4;;B;1
4332841308;01.09.2021;09:59:32;LSRG;TQBR;784.8;2;1569.6;;B;1
4332841309;01.09.2021;09:59:32;LSRG;TQBR;784.8;1;784.8;;B;1
4332841310;01.09.2021;09:59:32;LSRG;TQBR;784.8;3;2354.4;;B;1
4332841311;01.09.2021;09:59:32;LSRG;TQBR;784.8;38;29822.4;;B;1
4332841312;01.09.2021;09:59:32;LSRG;TQBR;784.8;14;10987.2;;B;1
4332841313;01.09.2021;09:59:32;LSRG;TQBR;784.8;5;3924;;B;1
4332841314;01.09.2021;09:59:32;LSRG;TQBR;784.8;5;3924;;B;1
4332841315;01.09.2021;09:59:32;LSRG;TQBR;784.8;1;784.8;;B;1
4332841316;01.09.2021;09:59:32;LSRG;TQBR;784.8;3;2354.4;;B;1
4332841317;01.09.2021;09:59:32;LSRG;TQBR;784.8;1;784.8;;S;1
